Serial,SPoint,StRegion,Region,Country,RSex,RAge,PeopTrst,RNSSEC,REconAct,Tea,Tea2,HEdQual,HEdQual2,HHincome,UnionSA,TUSAEver,NghBrHd,ResPres,Voted01,PdJobSC,CharOft,CharAmt,PolitSC,GovRight,GovSelf,DemoNow,GrpMemb1,GrpMemb2,GrpMemb3,GrpMemb4,GrpMemb5,IncDiffs,IncDiff,IDCards,MoreWelf,SocHelp,DeathApp,WrongLaw,PartyId2,agegp1,agegp2,incomegp,incomeg1,trust,volgp,volgp1,qual1,qual2
165168,267,3,2,1,2,34,-2,4.1,3,3,17,1,2,11,3,1,5,2,2,1,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,4,4,4,4,3,1,1,2,1,,-1,-1,1,1
165169,267,3,2,1,2,71,-2,6,9,1,15,3,4,4,3,1,15,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,1,3,1,2,3,1,1,,-1,-1,1,2
165171,267,3,2,1,2,23,-2,3.1,1,7,96,3,4,8,3,3,23,2,1,1,5,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,3,3,5,4,3,1,1,1,1,,-1,-1,1,2
165175,267,3,2,1,2,18,-2,-1,1,7,96,3,4,97,-1,-1,18,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,5,3,2,1,1,,,,-1,-1,1,2
165176,267,3,2,1,1,61,-1,4.1,9,5,20,1,1,6,3,1,29,2,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,3,1,1,,-1,-1,1,1
165177,267,3,2,1,2,36,-2,6,3,4,18,2,3,11,2,-3,0,2,1,1,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,-2,2,5,5,4,2,1,1,2,1,,-1,-1,1,1
165178,268,3,2,1,2,30,-2,12.2,2,4,18,3,4,3,3,3,6,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,4,4,1,1,1,1,1,,-1,-1,1,2
165180,268,3,2,1,1,62,-2,12.1,3,2,16,4,5,10,3,1,39,4,1,1,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,4,1,1,1,1,2,3,2,1,,-1,-1,2,2
165181,268,3,2,1,2,61,-2,6,9,1,15,7,8,4,1,-3,1,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,2,2,2,2,3,1,1,,-1,-1,2,2
165182,268,3,2,1,1,57,3,11.1,3,2,16,2,3,11,3,1,29,4,1,1,-2,-2,2,4,2,6,4,3,1,3,4,2,2,1,3,3,1,2,1,2,2,2,1,0,0,0,1,1
165185,268,3,2,1,2,46,2,7.2,3,5,20,1,2,17,3,3,19,5,2,1,-2,-2,4,3,3,7,4,4,4,4,4,2,3,3,2,4,3,4,5,2,2,2,2,1,0,0,1,1
165187,268,3,2,1,1,43,-2,5,3,4,18,4,5,15,1,-3,9,4,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,5,5,2,1,2,2,2,,-1,-1,2,2
165188,268,3,2,1,1,21,1,9.1,3,5,19,4,5,15,3,1,21,3,2,2,-2,-2,4,1,1,5,4,3,2,3,8,2,1,2,2,1,2,1,5,1,1,2,2,1,0,0,2,2
165191,268,3,2,1,1,29,2,12.1,3,1,15,5,6,14,3,3,5,4,1,1,-2,-2,3,3,3,9,4,4,4,1,4,3,4,2,3,3,1,3,1,1,1,2,2,1,0,0,2,2
165192,268,3,2,1,1,41,-2,10,3,4,18,2,3,13,3,1,18,4,1,1,6,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,4,2,1,2,2,1,2,2,2,,-1,-1,1,1
165193,268,3,2,1,2,75,-2,2,9,5,21,1,1,10,3,1,6,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,5,4,3,2,3,2,1,,-1,-1,1,1
165195,268,3,2,1,1,38,-2,9.1,3,2,16,7,8,11,3,3,38,4,1,1,3,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,5,-2,4,2,1,2,4,1,1,2,1,,-1,-1,2,2
165196,268,3,2,1,1,38,-2,7.2,3,2,16,4,5,13,1,-3,13,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,1,2,3,1,1,2,2,,-1,-1,2,2
165197,268,3,2,1,2,69,2,6,9,2,16,7,8,4,3,1,11,4,1,2,-2,-2,3,3,2,8,4,9,3,4,3,3,3,1,3,3,4,3,1,2,3,1,1,1,1,0,2,2
165198,268,3,2,1,2,58,-2,7.3,3,1,15,7,8,98,1,-3,33,4,1,1,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,-2,4,2,2,3,2,2,2,,,,-1,-1,2,2
165199,268,3,2,1,1,66,-2,2,9,3,17,2,3,9,3,1,38,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,1,2,1,2,3,2,1,,-1,-1,1,1
165202,268,3,2,1,1,72,-2,10,9,1,14,7,8,7,1,-3,72,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,5,4,2,2,3,1,1,,-1,-1,2,2
165205,268,3,2,1,1,32,-2,13.4,10,2,16,3,4,9,3,3,7,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,3,3,2,1,1,2,1,,-1,-1,1,2
165207,268,3,2,1,2,27,-2,3.2,3,5,22,1,2,12,3,3,3,4,1,1,5,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,4,4,3,3,1,1,2,2,,-1,-1,1,1
165216,269,3,2,1,2,56,-2,12.2,8,1,14,7,8,4,1,-3,12,3,8,2,5,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,8,8,-2,2,2,1,4,1,2,2,1,1,,-1,-1,2,2
165217,269,3,2,1,2,39,-1,7.2,10,2,16,3,4,97,1,-3,20,3,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,,,,-1,-1,1,2
165219,269,3,2,1,2,24,-2,-1,11,3,17,4,5,9,-1,-1,20,3,2,2,5,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,-2,3,3,3,4,5,1,1,2,1,,-1,-1,2,2
165220,269,3,2,1,2,68,-2,13.1,9,1,15,7,8,5,3,3,41,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,2,2,1,2,3,1,1,,-1,-1,2,2
165221,269,3,2,1,2,76,-1,13.3,10,1,14,7,8,2,1,-3,30,3,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,1,1,,-1,-1,2,2
165222,269,3,2,1,2,20,-2,12.7,3,1,15,3,4,97,3,3,20,3,2,1,6,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,-2,3,3,3,3,5,1,1,,,,-1,-1,1,2
165223,269,3,2,1,2,73,-1,4.1,9,5,21,5,6,5,2,-3,6,3,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,3,1,1,,-1,-1,2,2
165225,269,3,2,1,1,71,-2,8.1,9,1,15,7,8,97,3,3,40,3,1,2,6,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,-2,2,2,1,1,1,2,3,,,,-1,-1,2,2
165226,269,3,2,1,1,41,-2,12.3,3,2,16,7,8,9,3,1,17,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,2,3,5,1,2,2,1,,-1,-1,2,2
165231,269,3,2,1,1,59,-2,4.1,3,5,23,1,2,14,1,-3,49,3,1,1,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,-2,5,3,2,3,1,2,2,2,2,,-1,-1,1,1
165236,269,3,2,1,2,22,4,12.2,8,1,15,5,6,4,3,3,5,3,2,2,-2,-2,4,4,3,98,4,4,4,4,4,2,3,3,3,3,3,3,5,1,1,1,1,0,0,0,2,2
165243,270,3,2,1,1,59,-2,8.1,3,2,16,7,8,10,3,3,25,3,1,1,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,-2,3,4,3,2,1,2,2,2,1,,-1,-1,2,2
165244,270,3,2,1,2,34,-2,7.1,6,5,28,1,1,9,3,3,1,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,5,3,6,1,1,2,1,,-1,-1,1,1
165245,270,3,2,1,2,45,-1,4.1,3,5,22,1,2,15,1,-3,37,3,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,,-1,-1,1,1
165246,270,3,2,1,2,32,-2,7.1,3,5,22,1,1,10,3,1,6,3,1,1,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,-2,3,3,4,2,3,1,1,2,1,,-1,-1,1,1
165251,270,3,2,1,2,70,3,13.1,9,1,15,4,5,2,3,3,40,3,1,2,-2,-2,2,3,1,5,2,4,2,3,3,2,2,2,3,3,1,4,1,2,3,1,1,0,1,0,2,2
165252,270,3,2,1,2,61,-2,10,9,5,21,2,3,5,3,1,38,3,1,2,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,3,2,3,3,1,2,3,1,1,,-1,-1,1,1
165253,270,3,2,1,1,84,-1,8.1,9,3,17,4,5,9,3,1,46,3,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,2,1,,-1,-1,2,2
165258,270,3,2,1,2,27,-2,4.1,3,5,21,1,2,8,1,-3,24,3,1,1,5,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,-2,3,4,2,2,8,1,1,1,1,,-1,-1,1,1
165259,270,3,2,1,2,57,-2,4.1,3,1,15,4,5,7,1,-3,25,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,3,2,2,2,2,1,1,,-1,-1,2,2
165262,270,3,2,1,2,28,-2,3.1,3,5,22,1,1,7,3,3,9,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,2,3,3,1,1,1,1,,-1,-1,1,1
165263,270,3,2,1,2,76,-1,7.2,9,1,15,7,8,2,3,3,76,3,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,1,1,,-1,-1,2,2
165264,270,3,2,1,2,45,-2,7.1,3,4,18,3,4,12,1,-3,18,3,1,1,5,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,-2,3,3,3,3,2,1,2,2,2,,-1,-1,1,2
165274,271,3,2,1,2,51,-2,12.2,8,1,15,7,8,1,3,1,0,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,5,2,2,2,1,1,,-1,-1,2,2
165285,271,3,2,1,2,22,-2,7.2,1,4,18,3,4,7,3,3,22,3,1,1,4,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,2,3,2,2,3,1,1,1,1,,-1,-1,1,2
165286,271,3,2,1,1,50,-2,12.5,3,1,15,7,8,5,3,1,32,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,1,2,2,2,2,1,1,,-1,-1,2,2
165287,271,3,2,1,2,25,3,12.2,3,1,15,5,6,4,3,3,6,3,2,1,-2,-2,4,4,3,6,4,4,3,1,4,1,1,5,4,2,1,4,3,1,1,1,1,0,0,0,2,2
165289,271,3,2,1,2,49,-2,13.2,8,1,15,7,8,1,3,3,15,4,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,1,3,1,2,2,1,1,,-1,-1,2,2
165290,271,3,2,1,1,34,3,3.2,10,3,17,3,4,3,3,3,9,3,1,2,-2,-2,3,3,3,4,4,4,1,4,4,2,2,4,3,4,3,3,8,1,1,1,1,0,0,0,1,2
165291,271,3,2,1,1,31,-2,12.6,8,2,16,4,5,2,3,3,30,3,1,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,3,1,3,2,1,1,1,1,,-1,-1,2,2
165293,271,3,2,1,2,61,3,7.1,9,5,20,1,1,2,3,1,1,3,2,2,-2,-2,1,5,3,0,4,3,3,3,4,2,2,5,1,4,5,4,2,2,3,1,1,0,0,0,1,1
165294,271,3,2,1,1,45,-2,11.1,3,4,18,4,5,6,3,1,23,3,1,1,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,2,3,3,2,2,1,2,1,1,,-1,-1,2,2
165296,271,3,2,1,1,49,4,13.4,8,1,15,7,8,2,3,1,49,3,2,2,-2,-2,4,5,1,98,4,4,4,4,4,8,8,5,2,4,5,3,5,2,2,1,1,0,0,0,2,2
165301,271,3,2,1,2,61,-2,7.1,9,2,16,4,5,6,3,1,60,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,1,2,3,2,3,1,1,,-1,-1,2,2
165304,272,3,2,1,1,60,-2,7.1,3,5,20,3,4,6,1,-3,22,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,2,4,1,2,3,1,1,,-1,-1,1,2
165305,272,3,2,1,1,27,2,4.4,3,2,16,5,6,12,3,3,27,3,2,1,-2,-2,2,4,2,5,4,3,4,1,4,3,3,1,2,3,2,3,5,1,1,2,2,1,0,0,2,2
165306,272,3,2,1,2,34,-2,6,3,5,19,2,3,9,1,-3,34,3,2,1,5,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,3,1,1,3,5,1,1,2,1,,-1,-1,1,1
165311,272,3,2,1,2,32,3,4.2,3,4,18,2,3,17,3,1,3,3,2,1,-2,-2,3,5,2,0,4,3,3,3,3,1,4,1,2,5,5,4,5,1,1,2,2,0,1,0,1,1
165313,272,3,2,1,2,30,-2,6,3,2,16,3,4,11,3,3,30,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,4,2,5,1,1,2,1,,-1,-1,1,2
165314,272,3,2,1,1,39,2,11.1,3,1,15,3,4,9,3,1,17,3,1,1,-2,-2,3,2,3,6,4,3,1,1,1,1,1,1,3,3,1,2,1,1,1,2,1,1,1,1,1,2
165316,272,3,2,1,2,47,-2,7.1,3,2,16,3,4,12,2,-3,18,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,1,3,2,2,2,2,2,,-1,-1,1,2
165319,272,3,2,1,1,51,-2,12.2,3,2,16,5,6,9,1,-3,3,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,2,1,3,2,2,2,2,1,,-1,-1,2,2
165321,272,3,2,1,2,37,-2,12.2,3,2,16,4,5,5,3,3,11,3,1,1,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,3,3,3,3,2,1,1,1,1,,-1,-1,2,2
165322,272,3,2,1,2,47,-2,12.6,3,2,16,4,5,8,1,-3,29,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,4,3,8,2,2,1,1,,-1,-1,2,2
165323,272,3,2,1,2,21,3,6,3,2,16,3,4,14,3,3,21,3,2,1,-2,-2,4,3,3,98,4,4,4,1,4,3,4,1,4,2,2,2,8,1,1,2,2,0,0,0,1,2
165327,272,3,2,1,2,46,-2,12.1,3,2,16,3,4,3,3,1,22,3,1,1,5,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,4,3,1,4,2,2,2,1,1,,-1,-1,1,2
165328,272,3,2,1,2,78,-2,13.4,9,1,14,7,8,3,3,3,14,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,3,3,2,2,3,1,1,,-1,-1,2,2
165329,272,3,2,1,1,69,2,8.1,9,1,15,7,8,3,3,1,21,3,1,2,-2,-2,3,2,3,10,4,3,4,4,4,3,3,1,2,4,2,3,2,2,3,1,1,1,0,0,2,2
165330,272,3,2,1,2,78,-2,4.1,9,1,14,2,3,3,3,2,74,3,1,2,3,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,-2,2,2,1,2,8,2,3,1,1,,-1,-1,1,1
165333,273,4,2,1,1,34,-2,13.3,3,2,16,7,8,98,3,3,33,3,2,1,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,5,-2,3,3,1,3,5,1,1,,,,-1,-1,2,2
165338,273,4,2,1,2,39,2,3.1,10,5,22,1,2,17,3,3,4,4,2,2,-2,-2,2,4,4,7,4,3,1,3,1,8,2,2,4,3,3,3,2,1,1,2,2,1,1,1,1,1
165339,273,4,2,1,1,23,-2,7.2,3,4,18,4,5,6,3,3,15,3,1,1,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,-2,4,4,4,4,2,1,1,1,1,,-1,-1,2,2
165341,273,4,2,1,1,57,3,10,3,5,20,2,3,97,3,3,57,3,1,2,-2,-2,2,4,3,4,4,4,3,1,3,3,4,4,4,3,2,3,1,2,2,,,0,1,0,1,1
165344,273,4,2,1,2,45,3,12.1,3,2,16,5,6,6,3,1,42,3,1,1,-2,-2,3,3,3,98,4,3,8,3,4,2,2,1,3,3,2,2,2,1,2,1,1,0,0,0,2,2
165345,273,4,2,1,1,24,-2,9.1,3,2,16,4,5,3,3,1,20,3,2,9,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,9,9,-2,9,9,9,9,5,1,1,1,1,,-1,-1,2,2
165349,273,4,2,1,2,82,-1,12.2,9,1,14,7,8,97,3,1,50,8,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,,,,-1,-1,2,2
165350,273,4,2,1,1,27,3,12.1,5,2,16,4,5,97,3,3,25,3,2,2,-2,-2,3,3,2,4,4,4,3,3,4,3,3,3,2,4,4,3,5,1,1,,,0,0,0,2,2
165353,273,4,2,1,1,31,3,4.1,3,2,16,4,5,97,1,-3,30,3,2,1,-2,-2,2,4,2,7,4,2,4,3,4,4,5,3,5,1,4,3,2,1,1,,,0,0,0,2,2
165354,273,4,2,1,2,33,-2,99,3,2,16,4,5,98,3,3,8,3,1,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,-2,2,4,4,3,1,1,1,,,,-1,-1,2,2
165357,273,4,2,1,2,43,-2,6,3,2,16,4,5,16,1,-3,11,3,2,1,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,3,3,1,2,2,1,2,2,2,,-1,-1,2,2
165363,273,4,2,1,1,36,-1,3.2,3,5,22,1,2,97,3,3,6,3,1,-1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,,,,-1,-1,1,1
165364,274,4,2,1,1,22,-2,13.4,3,2,16,7,8,10,3,3,0,3,2,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,3,3,5,1,1,2,1,,-1,-1,2,2
165367,274,4,2,1,2,42,-2,4.1,3,2,16,4,5,10,1,-3,42,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,4,3,2,1,2,2,1,,-1,-1,2,2
165370,274,4,2,1,2,71,-2,13.1,9,1,14,7,8,2,3,1,40,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,1,1,2,2,3,1,1,,-1,-1,2,2
165371,274,4,2,1,2,34,2,4.1,3,2,16,4,5,11,3,3,5,3,2,1,-2,-2,3,4,2,4,4,8,2,4,4,4,4,4,4,2,4,3,8,1,1,2,1,1,0,0,2,2
165376,274,4,2,1,1,46,-2,13.2,8,1,15,3,4,2,3,1,46,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,1,4,1,2,2,1,1,,-1,-1,1,2
165380,274,4,2,1,2,26,-1,7.2,3,3,17,4,5,10,2,-3,26,3,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,1,,-1,-1,2,2
165384,274,4,2,1,1,34,-2,10,3,2,16,4,5,11,3,3,1,3,1,1,4,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,3,3,3,3,2,1,1,2,1,,-1,-1,2,2
165387,274,4,2,1,1,55,-2,13.3,3,1,15,6,7,7,3,1,2,3,2,1,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,1,3,5,2,2,1,1,,-1,-1,2,2
165388,274,4,2,1,1,41,-2,13.4,3,1,15,4,5,6,3,3,12,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,2,2,5,1,2,1,1,,-1,-1,2,2
165389,274,4,2,1,2,26,3,7.3,3,5,21,1,2,7,3,3,0,3,2,1,-2,-2,2,4,4,8,2,4,4,4,3,1,1,3,2,5,3,5,2,1,1,1,1,0,1,0,1,1
165390,274,4,2,1,1,78,-2,13.4,9,1,14,7,8,2,3,1,70,3,2,2,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,-2,4,2,1,2,2,2,3,1,1,,-1,-1,2,2
165391,274,4,2,1,1,25,-2,-1,11,98,98,7,8,1,-1,-1,2,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,2,2,5,1,1,1,1,,-1,-1,2,2
165394,274,4,2,1,2,63,-2,12.6,9,2,16,5,6,7,3,1,26,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,2,2,5,2,3,1,1,,-1,-1,2,2
165395,275,4,2,1,2,69,3,4.1,9,1,15,2,3,2,3,1,35,3,1,2,-2,-2,3,4,2,5,3,3,4,3,4,2,8,3,4,3,3,3,2,2,3,1,1,0,0,0,1,1
165397,275,4,2,1,2,26,-2,6,1,5,20,2,3,98,3,3,26,2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,4,4,5,1,1,,,,-1,-1,1,1
165398,275,4,2,1,2,67,2,12.7,9,4,18,2,3,97,3,1,4,2,1,2,-2,-2,3,4,2,5,4,2,4,4,4,2,2,3,4,2,4,3,2,2,3,,,1,0,0,1,1
165399,275,4,2,1,1,71,-2,13.4,9,1,15,7,8,4,3,1,32,7,2,2,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,2,1,1,5,2,3,1,1,,-1,-1,2,2
165400,275,4,2,1,1,50,-2,12.2,3,3,17,4,5,7,1,-3,27,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,2,4,2,2,2,1,1,,-1,-1,2,2
165401,275,4,2,1,1,58,3,10,3,1,15,7,8,12,1,-3,58,3,1,1,-2,-2,3,4,2,6,4,2,4,4,4,1,2,2,4,1,1,3,2,2,2,2,2,0,0,0,2,2
165403,275,4,2,1,2,49,-2,12.2,8,1,15,7,8,1,3,3,10,2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,1,1,2,2,2,1,1,,-1,-1,2,2
165405,275,4,2,1,2,43,-2,12.1,3,2,16,7,8,2,3,1,40,3,2,1,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,8,-2,5,5,1,3,2,1,2,1,1,,-1,-1,2,2
165406,275,4,2,1,1,35,-2,13.1,3,2,16,7,8,4,3,3,6,7,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,5,5,8,1,1,1,1,,-1,-1,2,2
165407,275,4,2,1,1,67,3,8.1,3,1,15,6,7,97,3,1,17,2,1,2,-2,-2,3,8,2,10,8,3,3,3,4,4,4,2,2,2,2,2,1,2,3,,,0,0,0,2,2
165408,275,4,2,1,2,64,-2,12.1,9,2,16,4,5,6,2,-3,45,3,1,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,-2,4,2,1,2,1,2,3,1,1,,-1,-1,2,2
165409,275,4,2,1,1,65,-2,9.1,9,1,14,7,8,5,3,1,18,2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,1,3,2,2,3,1,1,,-1,-1,2,2
165410,275,4,2,1,2,31,-1,13.1,10,2,16,5,6,2,3,3,31,3,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,1,1,,-1,-1,2,2
165411,275,4,2,1,2,43,-2,4.1,3,5,22,1,2,17,1,-3,8,3,1,1,6,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,4,3,5,4,3,1,2,2,2,,-1,-1,1,1
165412,275,4,2,1,1,42,-2,9.1,4,5,22,1,2,11,3,3,2,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,4,4,1,1,2,2,1,,-1,-1,1,1
165413,275,4,2,1,1,68,4,9.2,9,2,16,7,8,6,3,3,68,3,1,2,-2,-2,3,5,1,3,4,4,3,4,4,2,2,1,3,2,1,3,1,2,3,1,1,0,0,0,2,2
165415,275,4,2,1,1,24,-1,12.1,3,5,21,1,2,9,3,1,0,2,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,2,1,,-1,-1,1,1
165416,275,4,2,1,2,84,3,12.4,9,1,14,7,8,5,3,3,1,4,1,2,-2,-2,2,3,4,98,4,4,3,4,4,3,3,5,3,2,4,3,2,2,3,1,1,0,0,0,2,2
165418,275,4,2,1,1,26,-2,4.1,3,5,23,1,2,98,3,3,26,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,2,3,1,1,1,,,,-1,-1,1,1
165419,275,4,2,1,2,31,2,4.1,3,2,16,2,3,7,1,-3,10,3,8,1,-2,-2,3,4,4,4,2,1,2,2,4,1,3,4,3,3,1,2,2,1,1,1,1,1,0,0,1,1
165420,275,4,2,1,1,35,-2,5,3,2,16,4,5,12,3,1,36,3,1,1,3,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,4,3,1,4,2,1,1,2,2,,-1,-1,2,2
165422,275,4,2,1,1,28,-1,10,3,2,16,4,5,9,3,3,28,3,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,1,,-1,-1,2,2
165426,276,4,2,1,2,38,-2,12.7,3,2,16,4,5,8,1,-3,1,2,1,1,6,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,1,4,4,4,2,1,1,1,1,,-1,-1,2,2
165428,276,4,2,1,2,85,3,13.3,9,1,14,7,8,4,3,3,85,1,1,2,-2,-2,4,3,4,5,4,4,4,4,4,4,4,2,3,3,2,2,2,2,3,1,1,0,0,0,2,2
